date,AESI,AIXI,ASST,ATMC,BFRG,BMR,CVKD,GNLX,GPCR,HSAI,ICG,IZM,MLYS,NXT,SKWD,TXO
2023-06-08,0.00040530358091928065,0.00012090629752492532,0.00013643292186316103,0.00013995659537613392,0.00011390724830562249,9.818209946388379e-05,9.15209311642684e-05,0.5122249722480774,6.171379936859012e-05,0.00011536915553733706,9.713889448903501e-05,0.4856107234954834,0.00022829383669886738,0.00015106932551134378,0.00022311188513413072,0.0001814365095924586
2023-06-09,0.00040689288289286196,0.00012257449270691723,0.00014261083560995758,0.00014414101315196604,0.00011498610547278076,0.00010404815839137882,9.378128743264824e-05,0.5537325143814087,6.153636059025303e-05,0.00011843448737636209,9.838472033152357e-05,0.44406309723854065,0.00023483442782890052,0.00015508069191128016,0.00022943629301153123,0.00017767207464203238
2023-06-12,0.00041025292011909187,0.0001244879385922104,0.00014496322546619922,0.00014535889204125851,0.00011604592873482034,0.00010261048009851947,9.588367538526654e-05,0.5669906139373779,6.064929038984701e-05,0.00011760816414607689,9.772213525138795e-05,0.4307940602302551,0.0002377769851591438,0.00015427487960550934,0.00023008912103250623,0.00017758760077413172
2023-06-13,0.0004082504310645163,0.00012926652561873198,0.0001508154527982697,0.00015742052346467972,0.00011329851986374706,0.00012047402560710907,9.996500739362091e-05,0.6596901416778564,6.227429548744112e-05,0.00012399507977534086,9.797888196771964e-05,0.33800944685935974,0.00025105339591391385,0.00016572811000514776,0.0002462811826262623,0.00017360920901410282
2023-06-14,0.0004217690438963473,0.00012782312114723027,0.00015078533033374697,0.00015325818094424903,0.00012048258213326335,0.00011854965123347938,9.777460218174383e-05,0.5865299701690674,6.324149580905214e-05,0.0001246519823325798,0.00010006367665482685,0.41115647554397583,0.0002468314196448773,0.00016271798813249916,0.00024465867318212986,0.0001810100511647761
2023-06-15,0.0004042242362629622,0.00011661113239824772,0.00013628960005007684,0.00014044434647075832,0.000116472874651663,0.00010459605982759967,8.768004045123234e-05,0.48865726590156555,5.972540020593442e-05,0.00011578788689803332,9.68410458881408e-05,0.5091906189918518,0.00022284477017819881,0.00014798935444559902,0.00022181875829119235,0.00018078525317832828
2023-06-16,0.00037169348797760904,0.00010275276872562245,0.00011924964928766713,0.00012714196054730564,0.00010675717203412205,9.142402996076271e-05,7.817787263775244e-05,0.4090062379837036,5.4646061471430585e-05,0.00010790510714286938,9.159088949672878e-05,0.5890464782714844,0.0001963534887181595,0.00013089719868730754,0.00019606717978604138,0.00017263014160562307
2023-06-20,0.0003384102019481361,9.050692460732535e-05,0.00010354140977142379,0.00011439357331255451,9.559946192894131e-05,7.836046279408038e-05,6.961047620279714e-05,0.35070082545280457,4.921907020616345e-05,9.935293928720057e-05,8.58724961290136e-05,0.6475515961647034,0.00017538148676976562,0.00011538262333488092,0.00017096346709877253,0.00016090103599708527
2023-06-21,0.0003533098497428,9.7959054983221e-05,0.00011146168253617361,0.00012220336066093296,0.00010002867929870263,8.193976827897131e-05,7.53968779463321e-05,0.38884982466697693,5.2415805839700624e-05,0.0001052713705576025,8.997357508633286e-05,0.6092970967292786,0.000188782112672925,0.0001251041830983013,0.00018283644749317318,0.00016646906442474574
2023-06-22,0.0003695879422593862,0.0001053606829373166,0.00012334522034507245,0.00013134462642483413,0.00010421724437037483,9.089260129258037e-05,8.133974915836006e-05,0.47159892320632935,5.428367148851976e-05,0.00011047845327993855,9.234844765160233e-05,0.5264335870742798,0.00020651670638471842,0.00013530901924241334,0.0001972053141798824,0.00016529468121007085
2023-06-23,0.00036693396396003664,0.00010395181743660942,0.00012039328430546448,0.00012956434511579573,0.000103218131698668,8.911070472095162e-05,8.001067908480763e-05,0.4565974771976471,5.3565359849017113e-05,0.00010842016490641981,9.00104278116487e-05,0.5414609909057617,0.00020384266099426895,0.00013230537297204137,0.00019455087021924555,0.0001656732929404825
2023-06-26,0.0003538597375154495,9.854023664956912e-05,0.00011320309567963704,0.00012541380419861525,9.851956565398723e-05,8.343730587512255e-05,7.57776215323247e-05,0.42713138461112976,5.082779171061702e-05,0.00010425656364532188,8.780856296652928e-05,0.5710114240646362,0.00019421310571487993,0.00012512541434261948,0.00018330849707126617,0.00016287648759316653
2023-06-27,0.00035078186192549765,9.584534564055502e-05,0.00010851134720724076,0.0001192209601867944,0.00010110985022038221,7.720112625975162e-05,7.388231460936368e-05,0.3558835983276367,5.1394821639405563e-05,0.0001009282423183322,8.543869626009837e-05,0.6423030495643616,0.00018572062253952026,0.0001185425280709751,0.00017692473193164915,0.00016793268150649965
2023-06-28,0.00038124280399642885,0.00010814397683134302,0.00012613684521056712,0.00013222797133494169,0.00011297230230411515,8.718324534129351e-05,8.351842552656308e-05,0.4150165319442749,5.637703725369647e-05,0.00011017568613169715,9.271169255953282e-05,0.5829747915267944,0.0002074111980618909,0.00013319961726665497,0.0001993137557292357,0.0001781206374289468
2023-06-29,0.0004101164813619107,0.00012318680819589645,0.00014382753579411656,0.00014735896547790617,0.00012265366967767477,0.00010097571066580713,9.669735300121829e-05,0.5048899054527283,6.196962931426242e-05,0.0001210803966387175,9.949444211088121e-05,0.49288004636764526,0.00023498162045143545,0.000151658256072551,0.00022863424965180457,0.00018743070540949702
2023-06-30,0.00042407430009916425,0.00013141230738256127,0.00015152693958953023,0.00015362277918029577,0.00012615618470590562,0.00010970541916321963,0.00010340998414903879,0.5554073452949524,6.601898348890245e-05,0.00012666564725805074,0.00010112350719282404,0.44225013256073,0.0002486550365574658,0.00016247200255747885,0.0002470830804668367,0.00019060244085267186
2023-07-03,0.0004385994980111718,0.00014289493265096098,0.00016528257401660085,0.00016313433297909796,0.00013260958075989038,0.00011827711568912491,0.00011215191625524312,0.6192655563354492,6.96513889124617e-05,0.0001323149772360921,0.00010605002171359956,0.3782499432563782,0.000266522285528481,0.00017742633644957095,0.0002665465581230819,0.0001931341248564422
2023-07-05,0.0004245491581968963,0.00013075930473860353,0.00015068471839185804,0.00015344640996772796,0.00012944560148753226,0.00010941448272205889,0.00010354413097957149,0.5445253252983093,6.595697050215676e-05,0.00012599644833244383,0.00010200622637057677,0.4531291425228119,0.0002473588101565838,0.0001621262781554833,0.00024679306079633534,0.00019338422862347215
2023-07-06,0.0003781583800446242,0.00010660888801794499,0.00012300156231503934,0.00013303382729645818,0.00011542746506165713,9.158212196780369e-05,8.429605804849416e-05,0.41646191477775574,5.732128556701355e-05,0.00011221336899325252,9.354217763757333e-05,0.5815150141716003,0.00020623317686840892,0.00013493190635927022,0.0002047501620836556,0.00018197341705672443
2023-07-07,0.0003680263180285692,0.00010368518996983767,0.00011930838081752881,0.0001304153847740963,0.00011165077012265101,8.918475941754878e-05,8.210202940972522e-05,0.416975200176239,5.554342351388186e-05,0.00011018951772712171,9.199087071465328e-05,0.5810546875,0.00020090142788831145,0.00013173680054023862,0.00019843762856908143,0.00017689396918285638
2023-07-10,0.0003383565344847739,9.174046135740355e-05,0.00010416615259600803,0.0001176952282548882,0.00010064578236779198,7.638086390215904e-05,7.300145807676017e-05,0.34589076042175293,5.030391184845939e-05,0.00010151799506274983,8.750430424697697e-05,0.6523327827453613,0.00017967255553230643,0.00011652089597191662,0.00017224648036062717,0.0001667147153057158
2023-07-11,0.0003148132236674428,8.183099998859689e-05,9.256506018573418e-05,0.00010695678793126717,9.194961603498086e-05,6.607565592275932e-05,6.481265154434368e-05,0.28202685713768005,4.6396482503041625e-05,9.37290969886817e-05,8.306006202474236e-05,0.7163572311401367,0.00016105650865938514,0.00010408472007839009,0.00015110219828784466,0.0001574858179083094
2023-07-12,0.0003014854446519166,7.275756797753274e-05,8.648781658848748e-05,9.755370410857722e-05,9.008761117001995e-05,5.810062793898396e-05,5.5964261264307424e-05,0.20682789385318756,4.3609037675196305e-05,8.548974437871948e-05,8.034257916733623e-05,0.7916763424873352,0.00014354419545270503,9.320444951299578e-05,0.00013585269334726036,0.0001512417511548847
2023-07-13,0.0003238085191696882,7.637374801561236e-05,9.587126987753436e-05,0.00010358171130064875,0.0001035388486343436,6.30465365247801e-05,5.664032505592331e-05,0.17552298307418823,5.018475712859072e-05,9.124010102823377e-05,8.943176362663507e-05,0.8230092525482178,0.00014764376101084054,0.00010167615255340934,0.0,0.00016472910647280514
2023-07-14,0.000276565202511847,6.241899245651439e-05,7.696867396589369e-05,8.828980207908899e-05,8.512801286997274e-05,5.3569474403047934e-05,4.772116881213151e-05,0.15228968858718872,4.134170740144327e-05,7.912050932645798e-05,7.403247582260519e-05,0.8464779853820801,0.00012292359315324575,8.161408186424524e-05,0.0,0.00014266582729760557
